X[s],"L GASTROCNEMIUS LATERAL HEAD: EMG 11",X[s],"L GASTROCNEMIUS LATERAL HEAD: Acc 11.X",X[s],"L GASTROCNEMIUS LATERAL HEAD: Acc 11.Y",X[s],"L GASTROCNEMIUS LATERAL HEAD: Acc 11.Z",X[s],"L GASTROCNEMIUS MEDIAL HEAD: EMG 12",X[s],"L GASTROCNEMIUS MEDIAL HEAD: Acc 12.X",X[s],"L GASTROCNEMIUS MEDIAL HEAD: Acc 12.Y",X[s],"L GASTROCNEMIUS MEDIAL HEAD: Acc 12.Z",X[s],"R GASTROCNEMIUS LATERAL HEAD: EMG 13",X[s],"R GASTROCNEMIUS LATERAL HEAD: Acc 13.X",X[s],"R GASTROCNEMIUS LATERAL HEAD: Acc 13.Y",X[s],"R GASTROCNEMIUS LATERAL HEAD: Acc 13.Z",X[s],"R GASTROCNEMIUS MEDIAL HEAD: EMG 14",X[s],"R GASTROCNEMIUS MEDIAL HEAD: Acc 14.X",X[s],"R GASTROCNEMIUS MEDIAL HEAD: Acc 14.Y",X[s],"R GASTROCNEMIUS MEDIAL HEAD: Acc 14.Z"
0.02440385,0,0.31725,0.866102,0.31725,0.6324559,0.31725,0.169192,0.02440385,0,0.31725,0.8741588,0.31725,-0.2618448,0.31725,0.09265278,0.02440385,0,0.31725,0.08459602,0.31725,0.8056763,0.31725,0.8822156,0.02440385,0,0.31725,-0.2699016,0.31725,-0.7210803,0.31725,0.8499885
0.02492308,0,0.324,0.8580453,0.324,0.6364843,0.324,0.169192,0.02492308,0,0.324,0.8741588,0.324,-0.2618448,0.324,0.09265278,0.02492308,0,0.324,0.0886244,0.324,0.8056763,0.324,0.8741588,0.02492308,0,0.324,-0.2779583,0.324,-0.7251087,0.324,0.8540169
0.02544231,0,0.33075,0.8580453,0.33075,0.6324559,0.33075,0.1611353,0.02544231,0,0.33075,0.8741588,0.33075,-0.2497597,0.33075,0.09265278,0.02544231,0,0.33075,0.0886244,0.33075,0.8056763,0.33075,0.8741588,0.02544231,0,0.33075,-0.27393,0.33075,-0.7331654,0.33075,0.8499885
0.02596154,0,0.3375,0.866102,0.3375,0.6324559,0.3375,0.169192,0.02596154,0,0.3375,0.8701304,0.3375,-0.2618448,0.3375,0.0886244,0.02596154,0,0.3375,0.09265278,0.3375,0.8056763,0.3375,0.8822156,0.02596154,0,0.3375,-0.2699016,0.3375,-0.7251087,0.3375,0.8540169
0.02648077,0,0.34425,0.866102,0.34425,0.6324559,0.34425,0.1732204,0.02648077,0,0.34425,0.8580453,0.34425,-0.2578164,0.34425,0.08459602,0.02648077,0,0.34425,0.09265278,0.34425,0.8056763,0.34425,0.8822156,0.02648077,0,0.34425,-0.2699016,0.34425,-0.7251087,0.34425,0.8499885
0.027,1.443503E-05,0.351,0.8580453,0.351,0.6324559,0.351,0.1651637,0.027,-2.534523E-05,0.351,0.8741588,0.351,-0.2578164,0.351,0.09265278,0.027,-1.225299E-05,0.351,0.0886244,0.351,0.801648,0.351,0.8862439,0.027,1.040665E-05,0.351,-0.27393,0.351,-0.7251087,0.351,0.8499885
0.02751923,1.443503E-05,0.35775,0.8580453,0.35775,0.6364843,0.35775,0.169192,0.02751923,-2.433814E-05,0.35775,0.8781872,0.35775,-0.2497597,0.35775,0.0886244,0.02751923,-1.12459E-05,0.35775,0.08459602,0.35775,0.8056763,0.35775,0.8781872,0.02751923,1.15816E-05,0.35775,-0.2699016,0.35775,-0.7251087,0.35775,0.8459601
0.02803846,1.326009E-05,0.3645,0.8620737,0.3645,0.6364843,0.3645,0.1772488,0.02803846,-2.500954E-05,0.3645,0.8701304,0.3645,-0.2457313,0.3645,0.0886244,0.02803846,-1.141375E-05,0.3645,0.0886244,0.3645,0.801648,0.3645,0.8741588,0.02803846,1.19173E-05,0.3645,-0.27393,0.3645,-0.7170519,0.3645,0.8540169
0.02855769,1.242084E-05,0.37125,0.8580453,0.37125,0.6405127,0.37125,0.1732204,0.02855769,-2.400244E-05,0.37125,0.8701304,0.37125,-0.2457313,0.37125,0.09265278,0.02855769,-1.174945E-05,0.37125,0.0886244,0.37125,0.801648,0.37125,0.8781872,0.02855769,1.02388E-05,0.37125,-0.2658732,0.37125,-0.7210803,0.37125,0.8499885
0.02907692,1.225299E-05,0.378,0.8499885,0.378,0.6364843,0.378,0.169192,0.02907692,-2.232395E-05,0.378,0.8741588,0.378,-0.2497597,0.378,0.0886244,0.02907692,-1.15816E-05,0.378,0.08056764,0.378,0.8056763,0.378,0.8822156,0.02907692,8.224613E-06,0.378,-0.2699016,0.378,-0.7291371,0.378,0.8499885
0.02959615,1.225299E-05,0.38475,0.8540169,0.38475,0.6364843,0.38475,0.1651637,0.02959615,-2.366674E-05,0.38475,0.8781872,0.38475,-0.2457313,0.38475,0.08056764,0.02959615,-1.15816E-05,0.38475,0.08056764,0.38475,0.801648,0.38475,0.8902723,0.02959615,6.54612E-06,0.38475,-0.2699016,0.38475,-0.7251087,0.38475,0.8540169
0.03011538,1.393149E-05,0.3915,0.8620737,0.3915,0.6324559,0.3915,0.1651637,0.03011538,-2.400244E-05,0.3915,0.8781872,0.3915,-0.2457313,0.3915,0.0886244,0.03011538,-1.09102E-05,0.3915,0.08459602,0.3915,0.801648,0.3915,0.8822156,0.03011538,6.54612E-06,0.3915,-0.2779583,0.3915,-0.7170519,0.3915,0.8580453
0.03063462,1.393149E-05,0.39825,0.866102,0.39825,0.6284276,0.39825,0.169192,0.03063462,-2.198825E-05,0.39825,0.8741588,0.39825,-0.2417029,0.39825,0.09265278,0.03063462,-1.19173E-05,0.39825,0.08459602,0.39825,0.8056763,0.39825,0.8741588,0.03063462,7.553216E-06,0.39825,-0.27393,0.39825,-0.7291371,0.39825,0.8499885
0.03115385,1.258869E-05,0.405,0.866102,0.405,0.6284276,0.405,0.169192,0.03115385,-2.1149E-05,0.405,0.8741588,0.405,-0.2457313,0.405,0.0886244,0.03115385,-1.342794E-05,0.405,0.08459602,0.405,0.7976196,0.405,0.8862439,0.03115385,6.54612E-06,0.405,-0.2699016,0.405,-0.7291371,0.405,0.8540169
0.03167308,1.309224E-05,0.41175,0.8620737,0.41175,0.6284276,0.41175,0.169192,0.03167308,-2.299535E-05,0.41175,0.8781872,0.41175,-0.2497597,0.41175,0.1007095,0.03167308,-1.275654E-05,0.41175,0.08056764,0.41175,0.7976196,0.41175,0.8822156,0.03167308,5.203327E-06,0.41175,-0.27393,0.41175,-0.7291371,0.41175,0.8499885
0.03219231,1.19173E-05,0.4185,0.8701304,0.4185,0.6324559,0.4185,0.169192,0.03219231,-2.433814E-05,0.4185,0.8701304,0.4185,-0.2497597,0.4185,0.09265278,0.03219231,-1.359579E-05,0.4185,0.0886244,0.4185,0.801648,0.4185,0.8741588,0.03219231,4.36408E-06,0.4185,-0.27393,0.4185,-0.7251087,0.4185,0.8419318
0.03271154,1.09102E-05,0.42525,0.866102,0.42525,0.6324559,0.42525,0.169192,0.03271154,-2.467384E-05,0.42525,0.8701304,0.42525,-0.2457313,0.42525,0.0886244,0.03271154,-1.493858E-05,0.42525,0.0886244,0.42525,0.7976196,0.42525,0.8862439,0.03271154,3.860533E-06,0.42525,-0.27393,0.42525,-0.7291371,0.42525,0.8459601
0.03323077,1.19173E-05,0.432,0.8580453,0.432,0.6324559,0.432,0.1651637,0.03323077,-2.500954E-05,0.432,0.8741588,0.432,-0.2537881,0.432,0.08459602,0.03323077,-1.326009E-05,0.432,0.0886244,0.432,0.7935912,0.432,0.8862439,0.03323077,6.210422E-06,0.432,-0.27393,0.432,-0.7210803,0.432,0.8580453
0.03375,1.359579E-05,0.43875,0.8580453,0.43875,0.6243992,0.43875,0.1571069,0.03375,-2.568093E-05,0.43875,0.8741588,0.43875,-0.2537881,0.43875,0.0886244,0.03375,-1.225299E-05,0.43875,0.08459602,0.43875,0.7976196,0.43875,0.8822156,0.03375,7.217517E-06,0.43875,-0.2699016,0.43875,-0.7251087,0.43875,0.8540169
0.03426923,1.309224E-05,0.4455,0.8580453,0.4455,0.6284276,0.4455,0.169192,0.03426923,-2.433814E-05,0.4455,0.8741588,0.4455,-0.2497597,0.4455,0.09668116,0.03426923,-1.258869E-05,0.4455,0.08459602,0.4455,0.8056763,0.4455,0.8862439,0.03426923,7.217517E-06,0.4455,-0.2779583,0.4455,-0.7291371,0.4455,0.8499885
